/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Paleointensity of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808945, 
690.720	0.4520
690.820	0.5330
690.920	0.5857
691.020	0.5854
691.120	0.5400
691.230	0.4486
691.330	0.3541
691.430	0.2690
691.530	0.2148
691.640	0.1956
691.740	0.2134
691.840	0.2411
691.940	0.2741
692.050	0.2979
692.150	0.3106
692.250	0.3265
692.350	0.3353
692.450	0.3559
692.560	0.3528
692.660	0.3290
692.760	0.3070
692.860	0.2844
692.970	0.2723
693.070	0.2749
693.170	0.3033
693.270	0.3514
693.380	0.4099
693.480	0.4528
693.580	0.4785
693.680	0.5084
693.780	0.5510
693.890	0.6075
693.990	0.6725
694.090	0.7540
694.190	0.8093
694.300	0.8716
694.400	0.8734
694.500	0.8738
694.600	0.8847
694.700	0.8994
694.810	0.9165
694.910	0.9085
695.010	0.8896
695.110	0.8565
695.730	-0.9148
695.830	-0.9141
695.930	-0.9253
696.030	-0.9396
696.140	-0.9603
696.240	-0.9732
696.340	-0.9831
696.440	-0.9844
696.550	-0.9780
696.650	-0.9659
696.750	-0.9446
696.850	-0.9170
696.950	-0.8777
697.060	-0.8417
697.160	-0.8163
697.260	-0.8033
697.360	-0.8207
697.470	-0.8599
697.570	-0.9194
697.670	-0.9870
697.770	-1.0637
697.870	-1.1378
697.980	-1.2206
698.080	-1.2954
698.180	-1.3581
698.280	-1.4162
698.390	-1.4597
698.490	-1.4961
698.590	-1.5270
698.690	-1.5511
698.800	-1.5707
698.900	-1.5882
699.000	-1.5998
699.100	-1.5977
699.200	-1.5807
699.310	-1.5528
699.410	-1.5246
699.510	-1.5072
699.610	-1.4899
699.720	-1.4686
699.820	-1.4522
699.920	-1.4396
700.020	-1.4291
700.130	-1.4246
700.230	-1.4192
700.330	-1.3997
700.430	-1.3758
700.530	-1.3398
700.640	-1.3043
700.740	-1.2652
700.840	-1.2366
700.940	-1.2189
701.050	-1.2050
701.150	-1.2232
701.250	-1.2458
701.350	-1.2866
701.450	-1.3277
701.560	-1.3660
701.660	-1.3980
701.760	-1.3937
701.860	-1.3713
701.970	-1.3274
702.070	-1.2956
702.170	-1.2753
702.270	-1.2715
702.370	-1.2710
702.480	-1.2912
702.580	-1.3187
702.680	-1.3639
702.890	-0.0458
702.990	-0.0161
703.090	0.0237
703.190	0.0427
703.300	0.0452
703.400	0.0097
703.500	-0.0452
703.600	-0.1422
703.700	-0.2436
703.810	-0.3544
703.910	-0.4583
704.010	-0.5788
704.110	-0.6927
704.220	-0.7795
704.320	-0.8375
704.420	-0.8740
704.520	-0.8694
704.630	-0.8510
704.730	-0.8128
704.830	-0.7648
704.930	-0.6972
705.030	-0.6300
705.140	-0.5605
705.240	-0.5029
705.340	-0.4616
705.440	-0.4308
705.550	-0.4169
705.650	-0.4205
705.750	-0.4363
705.850	-0.4630
705.950	-0.5046
706.060	-0.5256
706.160	-0.5306
706.260	-0.5426
706.360	-0.5520
706.470	-0.5709
706.570	-0.6001
706.670	-0.6467
706.770	-0.6492
706.870	-0.6540
706.980	-0.6559
707.080	-0.6403
707.180	-0.6268
707.280	-0.6116
707.390	-0.5958
707.490	-0.5712
707.590	-0.5427
707.690	-0.5188
707.800	-0.4769
707.900	-0.4342
708.000	-0.3744
708.100	-0.3317
708.200	-0.2799
708.310	-0.2380
708.410	-0.2135
708.510	-0.2058
708.610	-0.1913
708.720	-0.1935
708.820	-0.2254
708.920	-0.2916
709.020	-0.3479
709.120	-0.4064
709.640	-0.6209
709.740	-0.6082
709.840	-0.5825
709.940	-0.6241
710.050	-0.6431
710.150	-0.6760
710.250	-0.7142
710.350	-0.7319
710.450	-0.7527
710.560	-0.7565
710.660	-0.7424
710.760	-0.7193
710.860	-0.7076
710.970	-0.6774
711.070	-0.6442
711.170	-0.6347
711.270	-0.6285
711.380	-0.6478
711.480	-0.6780
711.580	-0.7042
711.680	-0.7278
711.780	-0.7500
711.890	-0.7693
711.990	-0.7917
712.090	-0.8088
712.190	-0.8219
712.300	-0.8332
712.400	-0.8442
712.500	-0.8546
712.600	-0.8491
712.700	-0.8214
712.810	-0.7877
712.910	-0.7469
713.010	-0.7434
713.110	-0.7359
713.220	-0.7343
713.320	-0.7460
713.420	-0.7410
713.520	-0.7472
713.620	-0.7269
713.730	-0.7020
713.830	-0.6827
713.930	-0.6523
714.030	-0.6313
714.140	-0.6287
714.240	-0.6149
714.340	-0.5528
714.440	-0.4534
714.550	-0.3768
714.650	-0.3410
714.750	-0.3093
714.850	-0.2588
714.950	-0.2128
715.060	-0.2130
715.160	-0.2417
715.260	-0.2852
715.360	-0.3315
715.470	-0.3643
715.570	-0.4005
715.670	-0.4404
715.770	-0.4844
715.880	-0.5534
715.980	-0.6169
716.080	-0.6854
716.180	-0.7427
716.280	-0.7915
716.390	-0.8477
716.490	-0.8859
716.590	-0.9148
716.690	-0.8747
716.800	-0.7472
716.900	-0.5746
717.000	-0.4198
717.100	-0.2921
717.200	-0.1895
717.310	-0.0878
717.410	0.0167
717.510	0.1010
717.610	0.2051
717.720	0.2568
717.820	0.2957
717.920	0.2840
718.020	0.2704
718.130	0.2548
718.230	0.2385
718.330	0.2202
718.430	0.1914
718.530	0.2074
718.640	0.2366
718.740	0.3165
718.840	0.3648
718.940	0.3332
719.050	0.2485
719.150	0.1223
719.250	-0.0474
719.350	-0.1885
719.450	-0.2827
719.560	-0.2999
719.660	-0.2270
719.760	-0.0993
719.860	0.0005
719.970	0.0795
720.070	0.1407
720.170	0.1842
720.270	0.2506
720.370	0.3029
720.480	0.3466
720.580	0.3511
720.680	0.3389
720.780	0.3395
720.890	0.3491
720.990	0.4072
721.090	0.5098
721.190	0.6292
721.300	0.7544
721.400	0.8580
721.500	0.9315
721.600	0.9426
721.700	0.8773
721.810	0.7834
721.910	0.6723
722.010	0.6098
722.110	0.5597
722.220	0.4747
722.320	0.3807
722.420	0.3054
722.520	0.2808
722.630	0.3068
722.730	0.3644
722.830	0.4428
722.930	0.5228
723.030	0.6112
723.140	0.7308
723.240	0.8748
723.340	1.0101
723.440	1.1119
723.550	1.1348
723.650	1.0759
723.750	0.9841
723.850	0.8674
723.950	0.7938
724.060	0.7550
724.160	0.7682
724.260	0.8233
724.360	0.8580
724.980	0.5412
725.080	0.5164
725.180	0.4772
725.280	0.4671
725.390	0.4722
725.490	0.4601
725.590	0.4775
725.690	0.4793
725.800	0.4902
725.900	0.5040
726.000	0.4752
726.140	0.4328
726.270	0.3412
726.410	0.2927
726.540	0.2658
726.680	0.2566
726.810	0.2989
726.950	0.3218
727.080	0.3553
727.220	0.3951
727.350	0.4215
727.490	0.4374
727.620	0.4194
727.760	0.4223
727.890	0.3968
728.030	0.3461
728.160	0.3067
728.300	0.2442
728.430	0.1750
728.570	0.1018
728.700	0.0553
728.840	0.0100
728.970	-0.0088
729.110	-0.0450
729.240	-0.0925
729.380	-0.1209
729.510	-0.1371
729.650	-0.1130
729.780	-0.0593
729.920	0.0206
730.050	0.1102
730.190	0.1957
730.320	0.2429
730.460	0.2535
730.590	0.2337
730.730	0.1968
730.860	0.1637
731.000	0.1403
731.140	0.1296
731.270	0.1048
731.410	0.0684
731.540	0.0294
731.680	0.0315
731.810	0.0401
731.950	0.0744
732.080	0.1204
732.220	0.1458
732.350	0.1969
732.490	0.2273
732.620	0.2750
732.760	0.3378
732.890	0.4230
733.030	0.4865
733.160	0.5559
733.300	0.6081
733.430	0.6140
733.570	0.5625
733.700	0.4647
733.840	0.3417
733.970	0.2354
734.110	0.1345
734.240	0.0515
734.380	-0.0247
734.510	-0.1111
734.650	-0.1875
734.780	-0.2471
734.920	-0.2851
735.050	-0.3105
735.190	-0.3019
735.320	-0.2851
735.460	-0.2483
735.590	-0.2006
735.730	-0.1464
735.860	-0.0836
736.000	-0.0139
736.140	0.0620
736.270	0.1231
736.410	0.1392
736.540	0.1237
736.680	0.0892
736.810	0.0480
736.950	0.0508
737.080	0.0820
737.220	0.1556
737.350	0.2215
737.490	0.2817
737.620	0.3464
737.760	0.4133
737.890	0.4777
738.030	0.5403
738.160	0.5773
738.300	0.6002
738.430	0.6175
738.570	0.6114
738.700	0.5795
738.840	0.5448
738.970	0.5300
739.110	0.5572
739.240	0.6303
739.380	0.7125
739.510	0.7428
739.650	0.7466
739.780	0.7114
739.920	0.6429
740.050	0.5500
740.190	0.4694
740.320	0.4273
740.460	0.4440
740.590	0.4674
740.730	0.5472
740.860	0.5739
741.000	0.6143
741.140	0.6708
741.270	0.7336
741.410	0.8340
741.540	0.9199
741.680	0.9442
741.810	0.8903
741.950	0.7724
742.080	0.6506
742.220	0.5126
742.350	0.4364
742.490	0.3473
742.620	0.3273
742.760	0.3388
742.890	0.3539
743.030	0.3072
743.160	0.2488
743.300	0.2356
743.430	0.2798
743.570	0.3179
743.700	0.3497
743.840	0.3745
743.970	0.3939
744.110	0.4075
744.920	1.2338
745.050	1.3413
745.190	1.4850
745.320	1.5366
745.460	1.5201
745.590	1.4736
745.730	1.3759
745.860	1.2220
746.000	1.0300
746.170	0.8346
746.350	0.6572
746.520	0.5268
746.690	0.4470
746.870	0.4149
747.040	0.4244
747.210	0.4478
747.390	0.4865
747.560	0.5115
747.740	0.5118
747.910	0.5270
748.080	0.5708
748.260	0.6655
748.430	0.8342
748.600	1.0445
748.780	1.3115
748.950	1.5749
749.120	1.7747
749.300	1.8539
749.470	1.8176
749.640	1.6942
749.820	1.5550
749.990	1.4115
750.170	1.3349
750.340	1.3072
750.510	1.3085
750.690	1.3228
750.860	1.2901
751.030	1.2198
751.210	1.1482
751.380	1.0671
751.550	1.0498
751.730	1.0811
751.900	1.1587
752.070	1.2830
752.250	1.4374
752.420	1.5966
752.600	1.7239
752.770	1.8023
752.940	1.7874
753.120	1.6861
753.290	1.5822
753.460	1.4559
753.640	1.3791
753.810	1.3349
753.980	1.3450
754.160	1.3974
754.330	1.4615
754.500	1.5513
754.680	1.6546
754.850	1.7742
755.020	1.8508
755.200	1.9235
755.370	1.9585
755.550	1.9405
755.720	1.8773
755.890	1.7866
756.070	1.6744
756.240	1.5586
756.410	1.4365
756.590	1.3151
756.760	1.1683
756.930	0.9924
757.110	0.8024
757.280	0.5946
757.450	0.3772
757.630	0.1964
757.800	0.0477
757.980	-0.0799
758.150	-0.1973
758.320	-0.3086
758.500	-0.4166
758.670	-0.5017
758.840	-0.5800
759.020	-0.6350
759.190	-0.6522
759.360	-0.6252
759.540	-0.5487
759.710	-0.4773
759.880	-0.4352
760.060	-0.4251
760.230	-0.4578
760.400	-0.5189
760.580	-0.5949
760.750	-0.6441
760.930	-0.7056
761.100	-0.6939
761.270	-0.6916
761.450	-0.6612
761.620	-0.6275
761.790	-0.5705
761.970	-0.5295
762.140	-0.4978
762.310	-0.4661
762.490	-0.4549
762.660	-0.4346
762.830	-0.4076
763.010	-0.3824
763.180	-0.3664
763.360	-0.3589
763.530	-0.3655
763.700	-0.3698
763.880	-0.3978
764.050	-0.4280
764.220	-0.4776
764.400	-0.5590
764.570	-0.6578
764.740	-0.7257
764.920	-0.7885
765.090	-0.8235
765.260	-0.8640
765.440	-0.8850
765.610	-0.9195
765.790	-0.9759
765.960	-1.0382
766.130	-1.1145
766.310	-1.2037
766.480	-1.2874
766.650	-1.3964
766.830	-1.4977
767.000	-1.5783
767.170	-1.6340
767.350	-1.6591
767.520	-1.6686
767.690	-1.6813
767.870	-1.7026
768.040	-1.7382
768.210	-1.7777
768.390	-1.8178
768.560	-1.8554
768.740	-1.8885
768.910	-1.9112
769.080	-1.9176
769.260	-1.9122
769.430	-1.9002
769.600	-1.8886
770.640	-1.9883
770.820	-1.9845
770.990	-1.9896
771.170	-1.9971
771.340	-2.0080
771.510	-2.0197
771.690	-2.0284
771.860	-2.0373
772.030	-2.0525
772.210	-2.0657
772.380	-2.0804
772.550	-2.0903
772.730	-2.0872
772.900	-2.0721
773.070	-2.0675
773.250	-2.0858
773.420	-2.1130
773.600	-2.1286
773.770	-2.1055
773.940	-2.0528
774.120	-2.0055
774.290	-1.9710
774.460	-1.9625
774.640	-1.9762
774.810	-2.0085
774.980	-2.0418
775.160	-2.0702
775.330	-2.0816
775.500	-2.0757
775.680	-2.0504
775.850	-2.0096
776.020	-1.9533
776.200	-1.8851
776.370	-1.8106
776.550	-1.7409
776.720	-1.6703
776.890	-1.5826
777.070	-1.4633
777.240	-1.3160
777.410	-1.1918
777.590	-1.0943
777.760	-1.0484
777.930	-1.0025
778.110	-0.9626
778.280	-0.9281
778.450	-0.8977
778.630	-0.8800
778.800	-0.8446
778.980	-0.8220
779.150	-0.7988
779.320	-0.7667
779.500	-0.7286
779.670	-0.6911
779.840	-0.6430
780.020	-0.6018
780.190	-0.5929
780.360	-0.5884
780.540	-0.5895
780.710	-0.5752
780.880	-0.5485
781.060	-0.4994
781.230	-0.4599
781.400	-0.4314
781.580	-0.4256
781.750	-0.4387
781.930	-0.4624
782.100	-0.4757
782.270	-0.4735
782.450	-0.4630
782.620	-0.4549
782.790	-0.4030
782.970	-0.3634
783.140	-0.3012
783.310	-0.1968
783.490	-0.0882
783.660	-0.0149
783.830	0.0237
784.010	0.0231
784.180	0.0010
784.360	-0.0094
784.530	-0.0021
784.700	0.0357
784.880	0.1058
785.050	0.2189
785.220	0.3442
785.400	0.4815
785.570	0.6075
785.740	0.7031
785.920	0.7732
786.090	0.8056
786.260	0.8063
786.440	0.7848
786.610	0.7325
786.790	0.6771
786.960	0.6076
787.130	0.5189
787.310	0.4337
787.480	0.3294
787.650	0.2026
787.830	0.0398
788.000	-0.1061
788.180	-0.2398
788.360	-0.3330
788.540	-0.3824
788.720	-0.4080
788.900	-0.4319
789.080	-0.4791
789.260	-0.5353
789.440	-0.6046
789.630	-0.6884
789.810	-0.7725
789.990	-0.8534
790.170	-0.9228
790.350	-1.0018
790.530	-1.0730
790.710	-1.1579
791.790	-1.7086
791.970	-1.7825
792.150	-1.8865
792.330	-2.0149
792.510	-2.1393
792.690	-2.2352
792.870	-2.2904
793.060	-2.3067
793.240	-2.3026
793.420	-2.2936
793.600	-2.2803
793.780	-2.2650
793.960	-2.2494
794.140	-2.2381
794.320	-2.2349
794.500	-2.2393
794.680	-2.2697
794.860	-2.2926
795.040	-2.2235
795.220	-2.1244
795.400	-2.0228
795.580	-1.9392
795.760	-1.8586
795.940	-1.7828
796.120	-1.7259
796.310	-1.6765
796.490	-1.6364
796.670	-1.5777
796.850	-1.5042
797.030	-1.3952
797.210	-1.2493
797.390	-1.0500
797.570	-0.8370
797.750	-0.6276
797.930	-0.4570
798.110	-0.3418
798.290	-0.2548
798.470	-0.1847
798.650	-0.0906
798.830	0.0251
799.010	0.1546
799.190	0.2380
799.380	0.2692
799.560	0.2866
799.740	0.3484
799.920	0.4493
800.100	0.5644
800.280	0.6542
800.460	0.7257
800.640	0.7895
800.820	0.8571
801.000	0.9212
801.180	0.9646
801.360	0.9747
801.540	0.9661
801.720	0.9388
801.900	0.9260
802.080	0.9390
802.260	0.9676
802.440	1.0088
802.630	1.0338
802.810	1.0529
802.990	1.0431
803.170	1.0449
803.350	1.0913
803.530	1.2224
803.710	1.4254
803.890	1.6481
804.070	1.8464
804.250	2.0348
804.430	2.2727
804.610	2.5489
804.790	2.8434
804.970	3.0141
805.150	3.0936
805.330	3.0752
805.510	3.0453
805.690	3.0068
805.870	3.0092
806.060	2.9217
806.240	2.8621
806.420	2.8184
806.600	2.7898
806.780	2.7304
806.960	2.6681
807.140	2.5952
807.320	2.5338
807.500	2.4371
807.680	2.3468
807.860	2.2438
808.040	2.1553
808.220	2.0574
808.400	1.9597
808.580	1.8696
808.760	1.8177
808.940	1.8162
809.120	1.8638
809.310	1.9432
809.490	2.0536
809.670	2.1699
809.850	2.2607
810.030	2.3024
810.210	2.2713
810.390	2.1850
810.570	2.0612
810.750	1.9410
810.930	1.8124
811.110	1.6935
811.290	1.5748
811.470	1.4423
811.650	1.2790
811.830	1.0776
812.010	0.8564
812.190	0.6922
812.370	0.6388
812.560	0.6785
812.740	0.7975
812.920	0.9957
813.100	1.2429
813.280	1.5498
813.460	1.8585
813.640	2.1013
813.820	2.2460
814.000	2.2897
814.140	2.2365
814.270	2.1438
814.410	2.0025
814.540	1.8893
814.680	1.7782
814.810	1.7194
814.950	1.6784
815.090	1.6439
815.220	1.6033
815.360	1.5784
815.490	1.6066
815.630	1.6897
815.770	1.7541
815.900	1.7663
816.040	1.7021
816.170	1.5800
816.310	1.4349
816.440	1.3033
816.580	1.1433
817.670	0.6900
817.800	0.6847
817.940	0.6402
818.070	0.5758
818.210	0.5276
818.340	0.4783
818.480	0.4530
818.620	0.4523
818.750	0.4575
818.890	0.4768
819.020	0.4593
819.160	0.3986
819.300	0.3156
819.430	0.2083
819.570	0.1224
819.700	0.0335
819.840	-0.0334
819.970	-0.0971
820.110	-0.1454
820.250	-0.1641
820.380	-0.1925
820.520	-0.2055
820.650	-0.2124
820.790	-0.2079
820.920	-0.1764
821.060	-0.1426
821.200	-0.1099
821.330	-0.0786
821.470	-0.0501
821.600	-0.0372
821.740	-0.0147
821.870	-0.0040
822.010	0.0038
822.150	-0.0119
822.280	-0.0159
822.420	-0.0179
822.550	0.0107
822.690	0.0632
822.830	0.1342
822.960	0.2167
823.100	0.2762
823.230	0.3228
823.370	0.3369
823.500	0.3483
823.640	0.3801
823.780	0.4326
823.910	0.5114
824.050	0.6231
824.180	0.7427
824.320	0.8572
824.450	0.9433
824.590	1.0052
824.730	1.0500
824.860	1.0481
825.000	1.0285
825.130	1.0158
825.270	1.0389
825.400	1.1122
825.540	1.1866
825.680	1.2746
825.810	1.3368
825.950	1.3595
826.080	1.3521
826.220	1.3246
826.360	1.3067
826.490	1.3154
826.630	1.3963
826.760	1.5406
826.900	1.7324
827.030	1.9195
827.170	2.0547
827.310	2.1395
827.440	2.1839
827.580	2.1894
827.710	2.1507
827.850	2.0826
827.980	1.9893
828.120	1.9451
828.260	1.9721
828.390	2.0324
828.530	2.0351
828.660	1.9786
828.800	1.8757
828.930	1.7932
829.070	1.7075
829.210	1.6211
829.340	1.5110
829.480	1.3752
829.610	1.2220
829.750	1.0654
829.890	0.9056
830.020	0.7550
830.160	0.6359
830.290	0.5319
830.430	0.4540
830.560	0.3933
830.700	0.3438
830.840	0.2936
830.970	0.2519
831.110	0.2157
831.240	0.1794
831.380	0.1614
831.510	0.1570
831.650	0.1754
831.790	0.2108
831.920	0.2320
832.060	0.2184
832.190	0.1430
832.330	-0.0123
832.460	-0.2085
832.600	-0.4010
832.740	-0.5759
832.870	-0.7127
833.010	-0.8088
833.140	-0.8451
833.280	-0.8446
833.420	-0.7837
833.550	-0.6983
833.690	-0.5817
833.820	-0.4046
833.960	-0.1950
834.090	0.0585
834.230	0.3022
834.370	0.5128
834.500	0.6665
834.640	0.7884
834.770	0.8623
834.910	0.9404
835.040	1.0286
835.180	1.0995
835.320	1.1498
835.450	1.1734
835.590	1.1693
835.720	1.1603
835.860	1.1183
835.990	1.0745
836.130	1.0113
836.270	0.9533
836.400	0.9119
836.540	0.8860
836.670	0.8640
836.810	0.8069
836.950	0.7258
838.030	0.5754
838.170	0.5591
838.300	0.5378
838.440	0.5207
838.570	0.4793
838.710	0.4358
838.850	0.3698
838.980	0.2888
839.120	0.2150
839.250	0.1345
839.390	0.0759
839.520	0.0733
839.660	0.1311
839.800	0.2100
839.930	0.2958
840.070	0.3538
840.200	0.3990
840.340	0.4345
840.480	0.4542
840.610	0.4398
840.750	0.4008
840.880	0.3427
841.020	0.2948
841.150	0.2388
841.290	0.1997
841.430	0.1956
841.560	0.2344
841.700	0.2887
841.830	0.3519
841.970	0.4025
842.100	0.4249
842.240	0.4427
842.380	0.4310
842.510	0.4187
842.650	0.3897
842.780	0.3570
842.920	0.3215
843.050	0.2708
843.190	0.2114
843.330	0.1601
843.460	0.1197
843.600	0.0939
843.730	0.0719
843.870	0.0819
844.010	0.1082
844.140	0.1708
844.280	0.2638
844.410	0.3600
844.550	0.4476
844.680	0.5133
844.820	0.5419
844.960	0.5409
845.090	0.5205
845.230	0.4966
845.360	0.5023
845.500	0.4961
845.630	0.5159
845.770	0.5383
845.910	0.5503
846.040	0.5468
846.180	0.5223
846.310	0.4708
846.450	0.4087
846.580	0.3586
846.720	0.3357
846.860	0.3395
846.990	0.3747
847.130	0.4170
847.260	0.4684
847.400	0.5047
847.540	0.5174
847.670	0.5023
847.810	0.4960
847.940	0.5454
848.080	0.6787
848.210	0.9030
848.350	1.1516
848.490	1.3722
848.620	1.5014
848.760	1.5424
848.890	1.5567
849.030	1.5432
849.160	1.4965
849.300	1.4173
849.440	1.3136
849.570	1.2247
849.710	1.1522
849.840	1.1250
849.980	1.0971
850.110	1.0967
850.250	1.0822
850.390	1.0508
850.520	1.0035
850.660	0.9589
850.790	0.9211
850.930	0.8840
851.070	0.8424
851.200	0.7905
851.340	0.7201
851.470	0.6536
851.610	0.5875
851.740	0.5743
851.880	0.5658
852.020	0.5550
852.150	0.5283
852.290	0.4845
852.420	0.4372
852.560	0.3795
852.690	0.3502
852.830	0.3283
852.970	0.3178
853.100	0.2887
853.240	0.2484
853.370	0.1556
853.510	0.0659
853.640	-0.0337
853.780	-0.1162
853.920	-0.1795
854.050	-0.2241
854.190	-0.2474
854.320	-0.2699
854.460	-0.2757
854.600	-0.2656
854.730	-0.2596
854.870	-0.2412
855.000	-0.1980
855.140	-0.1411
855.270	-0.0737
855.410	-0.0367
855.550	-0.0060
855.680	-0.0039
855.820	-0.0022
855.950	-0.0114
856.090	-0.0497
856.220	-0.0950
856.360	-0.1505
856.500	-0.2093
856.630	-0.2569
856.770	-0.3054
856.900	-0.3449
857.040	-0.3471
857.170	-0.3173
857.310	-0.2632
857.450	-0.2095
857.580	-0.1926
858.400	0.2030
858.530	0.2100
858.670	0.1998
858.800	0.1831
858.940	0.1616
859.080	0.1487
859.210	0.1358
859.350	0.1127
859.480	0.0833
859.620	0.0660
859.750	0.0730
859.890	0.1157
860.030	0.2110
860.160	0.3372
860.300	0.4500
860.430	0.5314
860.570	0.6016
860.700	0.6456
860.840	0.6690
860.980	0.6720
861.110	0.6491
861.250	0.6038
861.380	0.5518
861.520	0.4978
861.660	0.4394
861.790	0.3712
861.930	0.2996
862.060	0.2273
862.200	0.1500
862.330	0.0724
862.470	0.0071
862.610	-0.0504
862.740	-0.0953
862.880	-0.1377
863.010	-0.1724
863.150	-0.1893
863.280	-0.1985
863.420	-0.1948
863.560	-0.1764
863.690	-0.1333
863.830	-0.0734
863.960	-0.0156
864.100	0.0091
864.230	-0.0290
864.370	-0.1265
864.510	-0.2471
864.640	-0.3681
864.780	-0.4678
864.910	-0.5411
865.050	-0.5957
865.190	-0.6282
865.320	-0.6470
865.460	-0.6653
865.590	-0.6772
865.730	-0.6913
865.860	-0.7080
866.000	-0.7218
866.170	-0.7153
866.340	-0.6691
866.510	-0.5867
866.680	-0.4953
866.850	-0.4432
867.020	-0.4307
867.190	-0.4302
867.360	-0.4203
867.540	-0.4142
867.710	-0.4116
867.880	-0.4222
868.050	-0.4532
868.220	-0.4981
868.390	-0.5690
868.560	-0.6484
868.730	-0.7122
868.900	-0.7317
869.070	-0.7341
869.240	-0.7389
869.410	-0.7323
869.580	-0.7102
869.750	-0.6942
869.920	-0.6582
870.090	-0.6170
870.270	-0.5652
870.440	-0.5087
870.610	-0.4531
870.780	-0.3816
870.950	-0.2568
871.120	-0.1304
871.290	-0.0250
871.460	0.0542
871.630	0.1027
871.800	0.1131
871.970	0.0825
872.140	0.0138
872.310	-0.0927
872.480	-0.1832
872.650	-0.2383
872.820	-0.2494
873.000	-0.2580
873.170	-0.2814
873.340	-0.3242
873.510	-0.3879
873.680	-0.4902
873.850	-0.6068
874.020	-0.7178
874.190	-0.7882
874.360	-0.7636
874.530	-0.7373
874.700	-0.8016
874.870	-0.9946
875.040	-1.2391
875.210	-1.4420
875.380	-1.5797
875.550	-1.6667
875.730	-1.7081
875.900	-1.7183
876.070	-1.7008
876.240	-1.6585
876.410	-1.6002
876.580	-1.5275
876.750	-1.4240
876.920	-1.2775
877.090	-1.1148
877.260	-0.9746
877.430	-0.8914
877.600	-0.8594
877.770	-0.8882
877.940	-0.9544
878.110	-1.0233
878.280	-1.0748
878.450	-1.1170
878.630	-1.1292
878.800	-1.1278
878.970	-1.1132
879.140	-1.1189
879.310	-1.1331
879.480	-1.1767
879.650	-1.2421
879.820	-1.3221
879.990	-1.4004
880.160	-1.4605
880.330	-1.1636
880.500	-1.2383
880.670	-1.3211
880.840	-1.4133
881.010	-1.4988
881.180	-1.5667
881.360	-1.5954
881.530	-1.6028
881.700	-1.6213
881.870	-1.6535
882.040	-1.6661
882.210	-1.6473
882.380	-1.6182
882.550	-1.6025
882.720	-1.5991
882.890	-1.6051
883.060	-1.6225
883.230	-1.6611
883.400	-1.7252
883.570	-1.7911
883.740	-1.8452
883.910	-1.8859
884.090	-1.9208
884.260	-1.9539
884.430	-1.9629
884.600	-1.9319
884.770	-1.8742
884.940	-1.8099
885.110	-1.7492
885.280	-1.6976
885.450	-1.6556
885.620	-1.6242
885.790	-1.6048
885.960	-1.5973
886.130	-1.5885
886.300	-1.5803
886.470	-1.5805
886.640	-1.6002
886.820	-1.6354
886.990	-1.6766
887.160	-1.7063
887.330	-1.7111
887.500	-1.6933
887.670	-1.6686
887.840	-1.6480
888.010	-1.6292
888.180	-1.6036
888.350	-1.5745
888.520	-1.5563
888.690	-1.5463
888.860	-1.5396
889.030	-1.5273
889.200	-1.5050
889.370	-1.4774
889.550	-1.4455
889.720	-1.4005
889.890	-1.3305
890.060	-1.2382
890.230	-1.1395
890.400	-1.0411
890.570	-0.9650
890.740	-0.8976
890.910	-0.8632
891.080	-0.8658
891.250	-0.8927
891.420	-0.9265
891.590	-0.9495
891.760	-0.9591
891.930	-0.9535
892.100	-0.9024
892.270	-0.8634
892.450	-0.8343
892.620	-0.8463
892.790	-0.8703
892.960	-0.9048
893.130	-0.9308
893.300	-0.9878
893.470	-1.0865
893.640	-1.1746
893.810	-1.2141
893.980	-1.1888
894.150	-1.1025
894.320	-0.9788
894.490	-0.8213
894.660	-0.6412
894.830	-0.4916
895.000	-0.3809
895.180	-0.3287
895.350	-0.3090
895.520	-0.3122
895.690	-0.3119
895.860	-0.3042
896.030	-0.2684
896.200	-0.2063
896.370	-0.1182
896.540	-0.0346
896.710	0.0331
896.880	0.0828
897.050	0.1336
897.220	0.2048
897.390	0.3053
897.560	0.4132
897.730	0.5284
897.910	0.6329
898.080	0.7300
898.250	0.8137
898.420	0.8590
898.590	0.8709
898.760	0.8881
898.930	0.9196
899.100	0.9385
899.270	0.9266
899.440	0.8631
899.610	0.7118
899.780	0.5264
899.950	0.3601
900.120	0.2326
900.290	0.1382
900.460	0.0751
900.640	0.0473
900.810	0.0553
900.980	0.0877
901.150	0.1311
901.320	0.1903
901.490	0.2742
901.660	0.3753
901.830	0.4655
902.000	0.5390
902.120	0.6226
902.240	0.7282
902.360	0.8089
902.480	0.8411
902.600	0.8108
902.710	0.7458
902.830	0.6757
902.950	0.6355
903.070	0.6286
903.190	0.6105
903.310	0.5324
903.430	0.3720
903.550	0.2079
903.670	0.1518
903.790	0.2644
904.500	1.2000
904.620	1.5099
904.740	1.6824
904.860	1.7552
904.980	1.7181
905.100	1.5944
905.210	1.4797
905.330	1.4649
905.450	1.6297
905.570	1.9372
905.690	2.2772
905.810	2.6847
905.930	2.9958
906.050	3.2135
906.170	3.3426
906.290	3.4155
906.400	3.4150
906.520	3.2324
906.640	2.8747
906.760	2.3437
906.880	1.8535
907.000	1.4764
907.120	1.1961
907.240	1.0324
