/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Delmonte, Barbara; Petit, Jean Robert; Bigler, Matthias; Kaufmann, Patrik R; Hutterli, Manuel A; Stocker, Thomas F; Ruth, Urs; Steffensen, Jørgen Peder; Maggi, Valter (2008): Dust concentration measured with a laser particle counter of ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.695985, 
	In supplement to: Lambert, F et al. (2008): Dust-climate couplings over the past 800,000 years from the EPICA Dome C ice core. Nature, 452, 616-619, https://doi.org/10.1038/nature06763
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 3188.90 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Dust concentration [µg/kg] (Dust conc) * PI: Stocker, Thomas F (https://orcid.org/0000-0003-1245-2728, thomas.stocker@climate.unibe.ch) * METHOD/DEVICE: Laser particle counter, KLOTZ
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10326 data points
*/
Depth ice/snow [m]	Age model [ka]	Dust conc [µg/kg]
1928.85	167.271	165.24
1929.40	167.380	187.83
1929.95	167.482	119.46
1930.50	167.586	149.42
1931.05	167.700	95.06
1931.60	167.809	75.78
1932.15	167.915	74.18
1932.70	168.015	78.97
1933.25	168.117	78.71
1933.80	168.213	55.68
1934.35	168.309	79.33
1934.90	168.413	98.63
1935.45	168.516	89.76
1936.00	168.616	83.74
1936.55	168.719	96.99
1937.10	168.830	98.73
1937.65	168.937	114.87
1938.20	169.038	106.73
1938.75	169.139	108.29
1939.30	169.239	140.88
1939.85	169.343	204.64
1940.40	169.453	174.16
1940.95	169.565	119.86
1941.50	169.675	105.99
1942.05	169.778	115.97
1942.60	169.881	243.32
1943.15	169.996	212.99
1943.70	170.109	205.83
1944.25	170.226	217.91
1944.80	170.343	252.79
1945.35	170.457	234.67
1945.90	170.569	177.46
1947.55	170.916	210.29
1948.10	171.036	174.11
1948.65	171.157	154.67
1949.20	171.275	114.86
1949.75	171.395	115.93
1950.30	171.505	106.57
1950.85	171.610	93.05
1951.40	171.712	104.09
1951.95	171.810	112.35
1952.50	171.912	103.17
1953.05	172.009	89.63
1953.60	172.106	83.01
1954.15	172.208	108.94
1954.70	172.308	100.49
1955.25	172.415	125.47
1955.80	172.520	128.42
1956.35	172.632	199.30
1956.90	172.749	228.96
1957.45	172.861	212.91
1958.00	172.976	266.25
1958.55	173.097	219.74
1959.10	173.210	211.00
1959.65	173.329	224.52
1960.20	173.443	213.08
1960.75	173.565	248.12
1961.30	173.685	304.71
1961.85	173.811	363.24
1962.40	173.933	413.41
1962.95	174.053	357.03
1963.50	174.171	341.40
1964.05	174.291	337.40
1964.60	174.410	348.28
1965.15	174.528	233.19
1965.70	174.643	225.73
1966.25	174.761	274.96
1966.80	174.874	269.89
1967.35	174.991	235.35
1967.90	175.113	274.48
1968.45	175.228	209.16
1969.00	175.343	207.81
1969.55	175.461	327.19
1970.10	175.582	442.15
1970.65	175.712	433.59
1971.20	175.842	431.84
1971.75	175.976	307.08
1972.30	176.103	320.46
1972.85	176.229	309.68
1973.40	176.357	274.72
1973.95	176.487	210.55
1974.50	176.610	187.42
1975.05	176.728	244.54
1975.60	176.848	165.53
1976.15	176.958	97.73
1976.70	177.065	64.32
1977.25	177.165	85.78
1977.80	177.268	87.81
1978.35	177.375	88.91
1978.90	177.478	81.87
1979.45	177.584	100.38
1980.00	177.701	78.43
1980.55	177.801	82.32
1981.10	177.899	53.82
1981.65	177.994	120.37
1982.20	178.095	168.92
1982.75	178.195	154.86
1983.30	178.298	176.75
1983.85	178.404	188.85
1984.40	178.511	224.08
1984.95	178.613	314.73
1985.50	178.722	244.84
1986.05	178.832	330.76
1986.60	178.944	399.06
1987.15	179.060	484.11
1987.70	179.182	446.12
1988.25	179.308	479.29
1988.80	179.432	534.08
1989.35	179.562	535.34
1989.90	179.694	442.93
1990.45	179.819	544.03
1991.00	179.934	693.29
1991.55	180.063	704.60
1992.10	180.191	531.63
1992.65	180.309	635.97
1993.20	180.435	669.93
1993.75	180.566	471.27
1994.30	180.698	507.03
1994.85	180.829	463.12
1995.40	180.956	677.20
1995.95	181.086	592.23
1996.50	181.215	434.64
1997.05	181.351	447.98
1997.60	181.484	434.67
1998.15	181.603	456.91
1998.70	181.729	525.67
1999.25	181.868	440.17
1999.80	182.001	400.78
2000.35	182.133	482.75
2000.90	182.269	482.35
2001.45	182.408	521.07
2002.00	182.534	407.12
2002.55	182.663	398.46
2003.10	182.798	431.75
2003.65	182.929	442.92
2004.20	183.062	424.26
2004.75	183.195	376.13
2005.30	183.332	275.35
2005.85	183.461	423.35
2006.40	183.598	387.75
2006.95	183.740	224.18
2007.50	183.877	196.84
2008.05	184.009	191.07
2008.60	184.143	179.74
2009.15	184.276	285.33
2009.70	184.416	268.98
2010.25	184.554	186.53
2010.80	184.688	268.83
2011.35	184.831	284.68
2011.90	184.968	193.50
2012.45	185.101	134.64
2013.00	185.229	206.88
2013.55	185.353	297.68
2014.10	185.487	224.50
2014.65	185.622	140.51
2015.20	185.755	153.68
2015.75	185.888	102.69
2016.30	186.017	103.32
2016.85	186.145	135.39
2017.40	186.273	81.85
2017.95	186.398	71.38
2018.50	186.512	105.45
2019.05	186.634	64.71
2019.60	186.748	61.06
2020.15	186.867	42.04
2020.70	186.984	32.55
2021.25	187.099	51.64
2021.80	187.214	48.16
2022.35	187.320	45.42
2022.90	187.425	50.47
2023.45	187.532	33.44
2024.00	187.633	34.83
2024.55	187.733	41.13
2025.10	187.826	32.24
2025.65	187.916	39.78
2026.20	188.009	21.30
2026.75	188.102	60.82
2027.30	188.207	30.73
2027.85	188.314	39.54
2028.40	188.422	35.21
2028.95	188.528	39.93
2029.50	188.644	45.52
2030.05	188.757	54.68
2030.60	188.872	60.70
2031.15	188.989	65.28
2031.70	189.095	76.05
2032.25	189.207	84.81
2032.80	189.320	64.22
2033.35	189.439	70.09
2033.90	189.558	82.40
2034.45	189.674	83.45
2035.00	189.791	137.05
2035.55	189.911	81.17
2036.10	190.039	78.95
2036.65	190.155	105.38
2037.20	190.276	206.97
2037.75	190.400	249.31
2038.30	190.536	223.62
2038.85	190.672	203.88
2039.40	190.799	165.72
2039.95	190.936	145.44
2040.50	191.061	110.64
2041.05	191.188	109.34
2041.60	191.317	78.91
2042.15	191.440	112.92
2042.70	191.564	126.54
2043.25	191.682	90.04
2043.80	191.806	73.93
2044.35	191.917	71.96
2044.90	192.026	73.99
2045.45	192.127	52.90
2046.00	192.231	42.40
2046.55	192.332	54.51
2047.10	192.435	72.58
2047.65	192.556	64.24
2048.20	192.672	73.16
2048.75	192.795	81.96
2049.30	192.913	123.88
2049.85	193.029	157.43
2050.40	193.140	197.83
2050.95	193.264	231.61
2051.50	193.396	215.68
2052.05	193.521	230.67
2052.60	193.646	222.87
2053.15	193.770	189.69
2053.70	193.897	188.05
2054.25	194.019	232.00
2054.80	194.149	199.63
2055.35	194.269	267.89
2055.90	194.395	197.97
2056.45	194.515	165.42
2057.00	194.636	167.13
2057.55	194.754	149.74
2058.10	194.870	165.17
2058.65	194.994	135.57
2059.20	195.105	154.50
2059.75	195.213	129.47
2060.30	195.324	85.32
2060.85	195.434	111.88
2061.40	195.545	106.77
2061.95	195.642	87.85
2062.50	195.743	88.49
2063.05	195.853	86.02
2063.60	195.961	71.90
2064.15	196.068	105.37
2064.70	196.168	58.24
2065.25	196.275	66.03
2065.80	196.378	66.62
2066.35	196.483	57.41
2066.90	196.579	85.50
2067.45	196.686	55.66
2068.00	196.792	63.55
2068.55	196.893	44.68
2069.10	196.993	75.33
2069.65	197.092	55.80
2070.20	197.189	50.28
2070.75	197.282	31.06
2071.30	197.377	44.10
2071.85	197.474	43.49
2072.40	197.569	32.21
2072.95	197.656	38.60
2073.50	197.745	36.37
2074.05	197.838	37.26
2074.60	197.929	38.09
2075.15	198.019	37.04
2075.70	198.108	33.06
2076.25	198.193	24.75
2076.80	198.282	35.64
2077.35	198.376	25.06
2077.90	198.465	27.28
2078.45	198.554	18.63
2079.00	198.637	28.70
2079.55	198.715	28.79
2080.10	198.800	20.68
2080.65	198.891	17.41
2081.20	198.979	28.30
2081.75	199.065	18.17
2082.30	199.151	20.44
2082.85	199.238	23.86
2083.40	199.323	16.33
2083.95	199.410	16.60
2084.50	199.497	16.76
2085.05	199.583	8.25
2085.60	199.673	15.49
2086.15	199.762	28.87
2086.70	199.843	9.96
2087.25	199.926	15.96
2087.80	200.010	14.03
2088.35	200.096	13.62
2088.90	200.179	16.80
2089.45	200.268	8.86
2090.00	200.358	11.49
2090.55	200.448	14.06
2091.10	200.537	22.08
2091.65	200.624	19.10
2092.20	200.708	15.92
2092.75	200.795	11.42
2093.30	200.881	9.26
2093.85	200.969	12.35
2094.40	201.056	18.57
2094.95	201.138	10.67
2095.50	201.233	16.98
2096.05	201.324	24.48
2096.60	201.409	23.94
2097.15	201.493	10.25
2097.70	201.577	8.47
2098.25	201.667	17.61
2098.80	201.760	11.30
2099.35	201.854	18.22
2099.90	201.950	27.94
2100.45	202.045	12.45
2101.00	202.147	17.27
2101.55	202.249	15.57
2102.10	202.350	16.53
2102.65	202.447	11.37
2103.20	202.549	19.68
2103.75	202.656	18.63
2104.30	202.762	17.98
2104.85	202.864	36.92
2105.40	202.975	24.03
2105.95	203.089	38.40
2106.50	203.201	39.99
2107.05	203.310	30.77
2107.60	203.426	35.09
2108.15	203.534	46.39
2108.70	203.647	22.11
2109.25	203.761	27.34
2109.80	203.871	43.33
2110.35	203.980	22.06
2110.90	204.097	20.36
2111.45	204.211	32.45
2112.00	204.319	23.70
2112.55	204.428	19.20
2113.10	204.537	26.09
2113.65	204.637	17.81
2114.20	204.743	17.33
2114.75	204.854	24.97
2115.30	204.961	22.39
2115.85	205.061	17.37
2116.40	205.164	26.71
2116.95	205.264	19.27
2117.50	205.365	13.56
2118.05	205.465	13.85
2118.60	205.562	17.09
2119.15	205.665	11.87
2119.70	205.764	13.77
2120.25	205.862	18.85
2120.80	205.963	14.76
2121.35	206.065	25.59
2121.90	206.166	11.96
2122.45	206.266	13.74
2123.00	206.364	13.52
2123.55	206.458	23.75
2124.10	206.552	15.62
2124.65	206.649	11.33
2125.20	206.749	17.05
2125.75	206.845	22.10
2126.30	206.949	18.61
2126.85	207.048	22.65
2127.40	207.145	29.77
2127.95	207.242	16.87
2128.50	207.341	29.58
2129.05	207.441	33.28
2129.60	207.537	15.46
2130.15	207.634	17.77
2130.70	207.724	12.64
2131.25	207.815	13.14
2131.80	207.908	14.41
2132.35	208.004	17.06
2132.90	208.097	18.91
2133.45	208.190	13.87
2134.00	208.281	27.87
2134.55	208.376	11.47
2135.10	208.471	13.78
2135.65	208.566	12.14
2136.20	208.655	21.94
2136.75	208.743	12.35
2137.30	208.834	18.00
2137.85	208.926	11.38
2138.40	209.013	13.20
2138.95	209.100	14.28
2139.50	209.192	12.66
2140.05	209.280	16.47
2140.60	209.374	13.61
2141.15	209.464	10.26
2141.70	209.550	37.74
2142.25	209.642	11.97
2142.80	209.728	14.56
2143.35	209.818	14.23
2143.90	209.904	19.21
2144.45	209.991	10.93
2145.00	210.076	12.63
2145.55	210.157	13.42
2146.10	210.234	15.23
2146.65	210.319	20.59
2147.20	210.404	27.08
2147.75	210.488	22.44
2148.30	210.572	15.19
2148.85	210.658	19.02
2149.40	210.746	19.69
2149.95	210.838	19.35
2150.50	210.927	20.91
2151.05	211.010	17.86
2151.60	211.092	15.78
2152.15	211.180	21.29
2152.70	211.270	20.58
2153.25	211.354	13.75
2153.80	211.438	26.33
2154.35	211.527	21.51
2154.90	211.616	28.26
2155.45	211.701	17.35
2156.00	211.786	30.28
2156.55	211.878	26.14
2157.10	211.967	23.78
2157.65	212.055	24.03
2158.20	212.143	39.09
2158.75	212.229	24.03
2159.30	212.324	34.22
2159.85	212.415	33.07
2160.40	212.509	29.18
2160.95	212.603	26.77
2161.50	212.692	35.13
2162.05	212.779	31.70
2162.60	212.868	21.34
2163.15	212.957	41.56
2163.70	213.048	45.39
2164.25	213.136	38.45
2164.80	213.223	30.72
2166.45	213.491	40.64
2167.00	213.583	19.14
2167.55	213.678	30.55
2168.10	213.775	30.36
2168.65	213.864	55.54
2169.75	214.036	34.09
2170.30	214.127	16.77
2170.85	214.219	20.51
2171.40	214.308	13.35
2171.95	214.401	21.15
2172.50	214.491	14.27
2173.05	214.580	14.72
2173.60	214.667	14.94
2174.15	214.756	12.61
2174.70	214.843	14.91
2175.25	214.924	15.37
2175.80	215.011	50.21
2176.35	215.093	13.84
2176.90	215.176	23.03
2177.45	215.258	50.70
2178.00	215.342	24.30
2178.55	215.428	10.59
2180.75	215.776	18.61
2181.30	215.866	9.78
2181.85	215.956	23.82
2182.40	216.049	33.52
2182.95	216.142	17.50
2183.50	216.238	54.19
2184.05	216.338	90.18
2184.60	216.434	28.67
2185.15	216.531	47.91
2185.70	216.627	30.02
2186.25	216.725	26.29
2186.80	216.828	33.36
2187.35	216.930	27.95
2187.90	217.038	32.86
2188.45	217.147	26.21
2189.00	217.255	29.40
2189.55	217.367	27.05
2190.10	217.475	36.81
2190.65	217.580	57.85
2191.20	217.696	51.07
2191.75	217.812	36.46
2192.30	217.927	36.63
2192.85	218.039	50.95
2193.40	218.163	43.94
2193.95	218.292	57.96
2194.50	218.412	39.23
2195.05	218.534	45.48
2195.60	218.660	44.83
2196.15	218.782	67.34
2196.70	218.904	57.68
2197.25	219.022	77.44
2197.80	219.140	103.10
2198.35	219.270	68.28
2198.90	219.394	95.99
2199.45	219.515	69.35
2200.00	219.637	79.11
2200.55	219.771	119.28
2201.10	219.904	97.65
2201.65	220.040	83.18
2202.20	220.170	107.70
2202.75	220.306	148.34
2203.30	220.444	123.86
2203.85	220.589	192.02
2204.40	220.730	212.36
2204.95	220.875	138.83
2205.50	221.019	133.24
2206.05	221.166	156.94
2206.60	221.319	176.47
2207.15	221.469	266.66
2207.70	221.639	266.84
2208.25	221.809	155.97
2208.80	221.963	175.51
2209.35	222.113	155.90
2209.90	222.276	194.23
2210.45	222.441	179.75
2211.00	222.609	184.83
2211.55	222.777	307.85
2212.10	222.947	332.73
2212.65	223.119	363.55
2213.20	223.287	377.19
2213.75	223.460	382.57
2214.30	223.627	309.98
2214.85	223.804	362.91
2215.40	223.977	319.45
2215.95	224.155	269.57
2216.50	224.325	246.30
2217.05	224.501	183.08
2217.60	224.669	166.87
2218.15	224.838	122.92
2218.70	225.003	85.92
2219.25	225.165	90.17
2219.80	225.331	73.59
2220.35	225.499	72.35
2220.90	225.649	32.87
2221.45	225.799	47.44
2222.00	225.944	22.72
2222.55	226.085	31.26
2223.10	226.215	28.14
2223.65	226.342	22.14
2224.20	226.489	19.96
2224.75	226.628	44.79
2225.30	226.774	63.33
2225.85	226.918	55.18
2226.40	227.060	63.24
2226.95	227.211	83.45
2227.50	227.363	69.37
2228.05	227.526	81.33
2228.60	227.692	101.84
2229.15	227.862	187.30
2229.70	228.026	173.26
2230.25	228.199	218.00
2230.80	228.380	125.05
2231.35	228.560	126.65
2231.90	228.743	107.37
2232.45	228.923	145.59
2233.00	229.102	110.39
2233.55	229.272	81.84
2234.10	229.438	56.11
2234.65	229.585	45.01
2235.20	229.736	34.97
2235.75	229.872	58.57
2236.30	230.032	60.37
2236.85	230.189	75.33
2237.40	230.347	119.29
2237.95	230.522	164.65
2238.50	230.698	124.80
2239.05	230.872	115.34
2239.60	231.047	133.06
2240.15	231.220	109.60
2240.70	231.388	109.04
2241.25	231.552	109.62
2241.80	231.714	88.35
2242.35	231.874	69.79
2242.90	232.026	76.12
2243.45	232.182	62.84
2244.00	232.328	65.12
2244.55	232.483	61.68
2245.10	232.636	73.37
2245.65	232.791	79.53
2246.20	232.945	70.05
2246.75	233.097	66.01
2247.30	233.251	112.04
2247.85	233.401	74.63
2248.40	233.551	68.42
2248.95	233.691	63.28
2249.50	233.831	57.83
2250.05	233.971	63.93
2250.60	234.109	61.87
2251.15	234.247	49.91
2251.70	234.388	63.10
2252.25	234.528	62.09
2252.80	234.668	48.00
2253.35	234.805	40.04
2253.90	234.942	44.13
2254.45	235.065	39.54
2255.00	235.193	32.55
2255.55	235.316	38.04
2256.10	235.439	49.21
2256.65	235.563	34.72
2257.20	235.685	36.45
2257.75	235.814	34.01
2258.30	235.940	30.57
2258.85	236.061	44.41
2259.40	236.178	42.14
2259.95	236.290	37.13
2260.50	236.409	40.23
2261.05	236.525	36.48
2261.60	236.642	57.62
2262.15	236.752	48.32
2262.70	236.868	49.80
2263.25	236.981	44.90
2263.80	237.098	45.92
2264.35	237.217	41.83
2264.90	237.332	45.37
2265.45	237.445	53.15
2266.00	237.556	43.76
2266.55	237.673	52.31
2267.10	237.790	50.24
2267.65	237.904	41.44
2268.20	238.013	44.56
2268.75	238.122	46.22
2269.30	238.235	46.82
2269.85	238.352	46.41
2270.40	238.463	42.36
2270.95	238.574	35.55
2271.50	238.685	41.11
2272.05	238.789	39.50
2272.60	238.896	58.28
2273.15	239.000	71.47
2273.70	239.111	57.51
2274.25	239.225	71.07
2274.80	239.328	40.77
2275.35	239.439	46.72
2275.90	239.553	54.24
2276.45	239.663	55.48
2277.00	239.769	45.80
2277.55	239.866	59.40
2278.10	239.961	79.26
2278.65	240.061	41.89
2279.20	240.163	84.76
2279.75	240.262	19.51
2280.30	240.360	26.65
2280.85	240.457	32.19
2281.40	240.555	55.71
2281.95	240.655	25.84
2282.50	240.752	27.26
2283.05	240.844	38.50
2283.60	240.937	30.52
2284.15	241.031	31.73
2284.70	241.120	43.55
2285.25	241.207	36.83
2285.80	241.293	28.00
2286.35	241.379	25.80
2286.90	241.461	28.05
2287.45	241.547	21.39
2288.00	241.628	48.16
2288.55	241.711	26.58
2289.10	241.787	29.92
2289.65	241.858	37.84
2290.20	241.928	42.81
2290.75	241.999	52.22
2291.30	242.072	26.68
2291.85	242.141	30.13
2292.40	242.214	15.17
2292.95	242.286	8.19
2293.50	242.355	11.48
2294.05	242.425	9.19
2294.60	242.496	9.08
2295.15	242.568	9.58
2295.70	242.642	7.46
2296.25	242.715	8.66
2296.80	242.789	8.72
2297.35	242.867	10.94
2297.90	242.940	8.56
2298.45	243.014	8.29
2299.00	243.090	12.19
2299.55	243.169	9.90
2300.10	243.250	11.16
2300.65	243.333	50.88
2301.20	243.414	7.61
2301.75	243.495	9.44
2302.30	243.574	5.85
2302.85	243.653	6.78
2303.40	243.735	13.86
2303.95	243.821	25.11
2304.50	243.909	36.15
2305.05	243.999	40.02
2305.60	244.089	25.18
2306.15	244.187	13.60
2306.70	244.289	14.55
2308.35	244.609	14.27
2308.90	244.718	13.05
2309.45	244.828	11.59
2310.00	244.944	14.30
2310.55	245.059	23.58
2311.10	245.177	25.38
2311.65	245.298	23.46
2312.20	245.420	26.57
2312.75	245.552	27.93
2313.30	245.677	50.27
2313.85	245.808	42.45
2314.40	245.948	35.95
2314.95	246.082	33.85
2315.50	246.225	62.18
2316.05	246.375	58.19
2316.60	246.528	78.47
2317.15	246.688	82.64
2317.70	246.862	111.92
2318.25	247.031	99.61
2318.80	247.198	69.47
2319.35	247.366	64.70
2319.90	247.522	64.08
2320.45	247.677	57.17
2321.00	247.832	57.93
2321.55	247.992	53.47
2322.10	248.142	52.18
2322.65	248.293	43.03
2323.20	248.443	52.17
2323.75	248.602	48.74
2324.30	248.755	52.14
2324.85	248.911	60.82
2325.40	249.075	71.88
2325.95	249.235	72.34
2326.50	249.396	86.88
2327.05	249.566	72.83
2327.60	249.736	107.33
2328.15	249.915	130.36
2328.70	250.092	160.23
2329.25	250.279	146.06
2329.80	250.456	161.03
2330.35	250.637	136.39
2330.90	250.822	186.60
2331.45	251.002	112.34
2332.00	251.182	134.89
2332.55	251.358	139.80
2333.10	251.534	187.22
2333.65	251.719	373.82
2334.20	251.915	313.34
2334.75	252.115	303.71
2335.30	252.310	347.04
2335.85	252.503	354.76
2336.40	252.699	238.51
2336.95	252.883	226.23
2337.50	253.079	222.11
2338.05	253.269	323.44
2338.60	253.468	398.13
2339.15	253.665	243.32
2339.70	253.852	181.78
2340.25	254.035	186.17
2340.80	254.217	127.33
2341.35	254.395	169.97
2341.90	254.586	203.96
2342.45	254.781	141.02
2343.00	254.969	167.26
2343.55	255.152	202.81
2344.10	255.341	184.13
2345.20	255.719	230.93
2345.75	255.917	155.27
2346.30	256.110	154.40
2346.85	256.298	265.85
2347.40	256.480	123.24
2347.95	256.658	101.30
2348.50	256.833	122.77
2349.05	257.020	146.65
2349.60	257.199	104.12
2350.15	257.375	118.87
2350.70	257.568	93.60
2351.25	257.750	78.70
2351.80	257.926	131.92
2352.35	258.105	66.37
2352.90	258.278	99.86
2353.45	258.448	83.55
2354.00	258.610	74.42
2354.55	258.781	70.73
2355.10	258.965	65.72
2355.65	259.145	113.75
2356.20	259.331	119.44
2356.75	259.532	212.56
2357.30	259.716	255.48
2357.85	259.898	125.59
2358.40	260.085	262.45
2358.95	260.281	206.30
2359.50	260.483	160.95
2360.05	260.679	202.08
2360.60	260.874	113.20
2361.15	261.049	159.79
2361.70	261.231	150.19
2362.25	261.411	150.84
2362.80	261.597	173.21
2363.35	261.792	199.73
2363.90	261.995	206.14
2364.45	262.190	146.83
2365.00	262.376	155.55
2365.55	262.565	259.37
2366.10	262.758	145.89
2366.65	262.939	147.05
2367.20	263.134	107.93
2367.75	263.315	125.29
2368.30	263.483	206.95
2368.85	263.649	213.61
2369.40	263.817	191.01
2369.95	263.994	182.50
2370.50	264.168	135.46
2371.05	264.345	156.23
2371.60	264.531	191.29
2372.15	264.712	192.55
2372.70	264.889	202.08
2373.25	265.077	279.77
2373.80	265.266	358.90
2374.35	265.457	393.81
2374.90	265.643	382.41
2375.45	265.834	452.69
2376.00	266.036	428.34
2376.55	266.240	567.31
2377.10	266.459	685.83
2377.65	266.675	651.16
2378.20	266.880	756.38
2378.75	267.077	938.69
2379.30	267.285	1085.65
2379.85	267.500	1148.84
2380.40	267.718	1210.84
2380.95	267.939	1067.87
2381.50	268.147	1058.27
2382.05	268.359	1111.68
2382.60	268.571	906.98
2383.15	268.785	1010.22
2383.70	269.000	831.87
2384.25	269.222	1001.00
2384.80	269.439	952.54
2385.35	269.663	1043.29
2385.90	269.891	901.61
2386.45	270.107	876.92
2387.00	270.337	1137.39
2387.55	270.553	1462.61
2388.10	270.768	1489.59
2388.65	270.994	1364.63
2391.40	272.164	954.96
2391.95	272.397	1091.10
2392.50	272.635	1097.04
2393.05	272.866	983.92
2393.60	273.102	1086.75
2394.15	273.338	1287.73
2394.70	273.569	964.41
2395.25	273.803	932.66
2395.80	274.035	1019.13
2396.35	274.268	1182.44
2396.90	274.501	874.02
2397.45	274.724	848.56
2398.00	274.955	737.13
2398.55	275.179	895.19
2399.10	275.410	726.43
2399.65	275.644	467.86
2400.20	275.861	493.91
2400.75	276.073	436.78
2401.30	276.289	518.92
2401.85	276.514	404.48
2402.40	276.748	449.00
2402.95	276.971	511.43
2403.50	277.205	591.91
2404.05	277.448	248.58
2404.60	277.668	275.27
2405.15	277.879	236.90
2405.70	278.089	259.60
2406.25	278.310	479.12
2406.80	278.535	547.80
2407.35	278.778	290.32
2407.90	278.993	307.91
2408.45	279.212	259.54
2409.00	279.440	191.66
2409.55	279.660	90.44
2410.10	279.878	74.51
2410.65	280.083	286.23
2411.20	280.278	55.79
2411.75	280.467	28.57
2412.30	280.639	40.80
2412.85	280.831	76.34
2413.40	281.032	73.24
2413.95	281.222	93.72
2414.50	281.419	197.42
2415.05	281.633	140.50
2415.60	281.841	130.57
2416.15	282.033	102.70
2416.70	282.228	101.27
2417.25	282.423	76.21
2417.80	282.612	79.94
2418.35	282.804	82.13
2418.90	282.990	89.52
2419.45	283.178	73.83
2420.00	283.360	69.98
2420.55	283.543	80.59
2421.10	283.723	48.17
2421.65	283.902	99.98
2422.20	284.088	111.93
2422.75	284.271	70.44
2423.30	284.450	51.17
2423.85	284.628	73.01
2424.40	284.809	61.37
2424.95	284.989	60.75
2425.50	285.168	65.42
2426.05	285.361	82.29
2426.60	285.535	73.19
2427.15	285.713	61.20
2427.70	285.890	56.51
2428.25	286.070	53.76
2428.80	286.241	59.78
2429.35	286.413	58.43
2429.90	286.580	63.72
2430.45	286.750	56.36
2431.00	286.927	53.14
2431.55	287.094	63.19
2432.10	287.268	71.53
2432.65	287.444	70.39
2433.20	287.613	62.88
2433.75	287.781	54.62
2434.30	287.948	53.20
2434.85	288.111	59.08
2435.40	288.267	44.76
2435.95	288.426	48.59
2436.50	288.596	46.06
2438.15	289.102	49.54
2438.70	289.264	52.78
2439.25	289.432	53.61
2439.80	289.599	44.42
2440.35	289.762	53.36
2440.90	289.918	47.91
2441.45	290.067	41.21
2442.00	290.220	40.91
2442.55	290.374	46.01
2443.10	290.534	31.40
2443.65	290.698	32.74
2444.20	290.857	42.16
2444.75	291.018	50.15
2445.30	291.181	51.57
2445.85	291.358	86.92
2446.40	291.541	83.51
2446.95	291.727	71.58
2447.50	291.906	78.10
2449.15	292.485	80.00
2449.70	292.680	105.79
2450.25	292.879	104.68
2450.80	293.073	172.96
2451.35	293.281	123.16
2451.90	293.486	195.22
2452.45	293.711	146.85
2453.00	293.933	116.64
2453.55	294.146	105.98
2454.10	294.346	123.06
2455.75	295.018	171.87
2456.30	295.243	110.51
2456.85	295.454	111.13
2457.40	295.670	80.12
2457.95	295.876	53.23
2458.50	296.072	50.24
2459.05	296.249	84.12
2459.60	296.436	68.73
2460.15	296.630	57.32
2460.70	296.831	73.43
2461.25	297.040	114.08
2461.80	297.258	166.80
2462.35	297.480	210.50
2462.90	297.695	134.58
2463.45	297.896	171.55
2464.00	298.128	191.13
2464.55	298.356	123.09
2465.10	298.576	127.74
2465.65	298.790	87.99
2466.20	299.001	95.61
2466.75	299.209	65.65
2467.30	299.415	68.19
2467.85	299.626	57.85
2468.40	299.836	60.32
2468.95	300.035	56.26
2469.50	300.232	31.06
2470.05	300.424	27.58
2470.60	300.609	36.38
2471.15	300.808	46.05
2471.70	301.015	46.10
2472.25	301.227	92.34
2472.80	301.451	116.72
2473.35	301.668	117.73
2473.90	301.891	117.55
2474.45	302.116	81.88
2475.00	302.339	109.36
2475.55	302.542	77.48
