record_id,title,authors,year,venue,identifier_type,identifier,url,domain_primary,domain_secondary,oric_branch,hypothesis_ids,evidence_role,data_available,code_available,open_access,screening_tier,screening_status,metadata_quality,source_origin,source_file,notes,citation_raw
PUB-0282,"#-------------------- # Investigators # Investigators: Lisiecki, L.E.( Raymo, M.E.( #-------------------- # Description_Notes_and_Keywords",,,,url,https://orcid.org/0000-0001-7967-9105,https://orcid.org/0000-0001-7967-9105,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_memoire_historique/data/raw/lisiecki2005-d18o-stack-noaa.txt,1 occurrence(s) dans le dossier,"#-------------------- # Investigators # Investigators: Lisiecki, L.E.(https://orcid.org/0000-0001-7859-0096); Raymo, M.E.(https://orcid.org/0000-0001-7967-9105) #-------------------- # Description_Notes_and_Keywords"
PUB-0283,"# Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata. # # Study_Level_JSON_Metadata: # Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata. #",,,,url,https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-ocean-5847.json,https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-ocean-5847.json,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_memoire_historique/data/raw/lisiecki2005-d18o-stack-noaa.txt,1 occurrence(s) dans le dossier,"# Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata. # # Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-ocean-5847.json # Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata. #"
PUB-0284,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.5194/bg-17-2987-2020,https://doi.org/10.5194/bg-17-2987-2020,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0285,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1073/pnas.2024872118,https://doi.org/10.1073/pnas.2024872118,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0286,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1073/pnas.2202190119,https://doi.org/10.1073/pnas.2202190119,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0287,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1038/s41561-023-01256-6,https://doi.org/10.1038/s41561-023-01256-6,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0288,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1073/pnas.2312093121,https://doi.org/10.1073/pnas.2312093121,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0289,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1126/sciadv.adk1189,https://doi.org/10.1126/sciadv.adk1189,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0290,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1126/sciadv.adl4841,https://doi.org/10.1126/sciadv.adl4841,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0291,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1126/science.abn7950,https://doi.org/10.1126/science.abn7950,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0292,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1029/2024ef005678,https://doi.org/10.1029/2024ef005678,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0293,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1038/s41558-026-02700-2,https://doi.org/10.1038/s41558-026-02700-2,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0294,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1038/s41586-023-06503-9,https://doi.org/10.1038/s41586-023-06503-9,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
PUB-0295,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans ",,,,doi,10.1126/sciadv.adz8478,https://doi.org/10.1126/sciadv.adz8478,planetary_systems,,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/application_climat/Le_climat_comme_architecture_historique_ORI-C.docx,1 occurrence(s) dans le dossier,"Le climat comme architecture historique Mémoire, hystérèse et transformation du domaine des possibles Résumé Le dérèglement climatique est souvent décrit comme le déplacement d’un système vers un nouvel équilibre thermique. Cette représentation reste incomplète. Le réchauffement anthropique modifie la composition atmosphérique, le bilan radiatif et la distribution de l’énergie entre des compartiments dont les temps de réponse diffèrent fortement. Il produit ainsi une inscription historique dans l’océan, la cryosphère, les sols, le pergélisol, la biosphère et les configurations spatiales du climat. L’histoire n’agit pas seulement sur l’état X. Elle transforme les mémoires m, peut modifier l’architecture de réponse A et reconfigure le domaine probabiliste des possibles accessibles Pacc(T, C, ε). L’article distingue inscription réversible, hystérèse et transformation structurelle, puis propose un cadre dans lequel variabilité interne, événements extrêmes et couplages non linéaires participent à la modification des chemins de récupération. Mots-clés : climat, mémoire, dépendance au chemin, hystérèse, attracteurs, irréversibilité, architecture historique, ORI-C 1. Le climat n’est pas un simple équilibre déplacé Le réchauffement climatique contemporain est établi par de multiples observations indépendantes. La température moyenne de surface augmente, l’océan se réchauffe, les glaciers reculent, les grandes masses de glace perdent de la matière et le niveau marin s’élève. L’influence humaine sur le réchauffement de l’atmosphère, de l’océan et des terres est sans équivoque. Les émi"
