ID;Niveau principal;Sous-niveau;Entité;Symbole ou formule;Type d'entrée;Statut;Composition ou description;Architecture ou état;Réservoirs typiques;Stabilité ou durée;Accessibilité;Mobilisabilité;Source URL;type_registre
MAT-00415;Réservoirs astronomiques;Objet compact;Disque d'accrétion;;Réservoir;Confirmé;Plasma, gaz, poussières selon régime;Température et densité variables;Autour d'étoiles, naines blanches, trous noirs;Transport de masse et moment angulaire;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00416;Réservoirs astronomiques;Objet compact;Jet relativiste;;Réservoir;Confirmé;Plasma de leptons et baryons, champs magnétiques;Vitesses relativistes;Noyaux actifs, microquasars;Composition parfois incertaine;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00417;Réservoirs astronomiques;Système planétaire;Disque protoplanétaire;;Réservoir;Confirmé;Gaz, poussières, glaces, molécules;Gradient radial de température;Autour de jeunes étoiles;Formation de planètes;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00418;Réservoirs astronomiques;Système planétaire;Planétésimaux;;Réservoir;Inféré et observé indirectement;Roches, métaux, glaces, organiques;Solides agrégés;Disques jeunes;Briques de formation planétaire;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00419;Réservoirs astronomiques;Petit corps;Astéroïde rocheux;;Réservoir;Confirmé;Silicates, métaux, sulfures;Solide poreux ou compact;Systèmes planétaires;Archives de formation;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00420;Réservoirs astronomiques;Petit corps;Astéroïde métallique;;Réservoir;Confirmé;Fer-nickel, sulfures;Solide métallique;Systèmes planétaires;Fragments de noyaux différenciés possibles;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00421;Réservoirs astronomiques;Petit corps;Comète;;Réservoir;Confirmé;Glaces, poussières, organiques, sels;Noyau poreux;Systèmes planétaires;Réservoir volatil;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00422;Réservoirs astronomiques;Petit corps;Objet transneptunien;;Réservoir;Confirmé;Glaces de N2, CH4, H2O, roches, organiques;Solides froids;Régions externes des systèmes;Réservoir primordial;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00423;Réservoirs astronomiques;Planète;Atmosphère tellurique;;Réservoir;Confirmé;Gaz, aérosols, nuages;Enveloppe fluide;Planètes rocheuses;Composition très variable;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00424;Réservoirs astronomiques;Planète;Hydrosphère;;Réservoir;Confirmé sur Terre, recherché ailleurs;Eau liquide et solutés;Océans, lacs, nappes;Planètes ou lunes;Réservoir mobile;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00425;Réservoirs astronomiques;Planète;Cryosphère;;Réservoir;Confirmé;Glaces d'eau et autres volatils;Calottes, glaciers, sous-sols;Planètes et lunes;Mémoire climatique;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00426;Réservoirs astronomiques;Planète;Croûte silicatée;;Réservoir;Confirmé sur Terre et inféré ailleurs;Silicates, oxydes, métaux, fluides;Solide fracturé;Planètes rocheuses;Interface réactive;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00427;Réservoirs astronomiques;Planète;Manteau silicaté;;Réservoir;Confirmé indirectement;Olivines, pyroxènes, phases haute pression;Solide convectif;Planètes rocheuses;Réservoir majeur de masse;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00428;Réservoirs astronomiques;Planète;Noyau métallique;;Réservoir;Inféré et contraint;Fer, nickel, éléments légers;Liquide et solide selon profondeur;Planètes différenciées;Source possible de champ magnétique;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00429;Réservoirs astronomiques;Planète géante;Enveloppe hydrogène-hélium;;Réservoir;Inféré et modélisé;H2, He, hydrogène métallique en profondeur;Fluide comprimé;Géantes gazeuses;Masse dominante;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00430;Réservoirs astronomiques;Planète géante;Manteau riche en glaces;;Réservoir;Inféré;H2O, NH3, CH4 sous formes ioniques ou superioniques;Fluide dense;Géantes glacées;Composition et stratification ouvertes;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00431;Réservoirs astronomiques;Lune glacée;Coque de glace;;Réservoir;Confirmé ou inféré;Glace H2O, sels, clathrates;Solide stratifié;Europe, Ganymède, Encelade et autres;Barrière et réservoir;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00432;Réservoirs astronomiques;Lune glacée;Océan sous-glaciaire;;Réservoir;Fortement inféré pour plusieurs objets;Eau, sels, gaz dissous, organiques possibles;Liquide sous pression;Lunes glacées;Réservoir potentiellement habitable;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00433;Réservoirs astronomiques;Terre;Sol;;Réservoir;Confirmé;Minéraux, matière organique, eau, air, organismes;Milieu poreux organisé;Continents;Interface biogéochimique;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00434;Réservoirs astronomiques;Terre;Sédiments;;Réservoir;Confirmé;Particules minérales, organiques, fluides;Couches déposées;Fonds marins, bassins;Archive historique;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00435;Réservoirs astronomiques;Terre;Biosphère;;Réservoir;Confirmé;Organismes, biomasse, eau, minéraux biologiques;Organisation vivante;Surface et sous-sol;Matière opératrice de sa continuité;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00436;Réservoirs astronomiques;Terre;Nécromasse et détritus;;Réservoir;Confirmé;Matière organique morte, minéraux;Agrégats en décomposition;Sols, océans, sédiments;Réservoir et flux nutritif;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00437;Réservoirs astronomiques;Technosphère;Bâtiments et infrastructures;;Réservoir;Confirmé;Béton, acier, verre, polymères, composites;Architectures artificielles;Zones humaines;Stock de matière transformée;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00438;Réservoirs astronomiques;Technosphère;Machines et électronique;;Réservoir;Confirmé;Métaux, semi-conducteurs, céramiques, polymères;Assemblages fonctionnels;Zones humaines et satellites;Matière fortement organisée;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00439;Réservoirs astronomiques;Technosphère;Déchets et stocks dispersés;;Réservoir;Confirmé;Métaux, plastiques, organiques, radionucléides;Mélanges variables;Décharges, océans, sols, orbites;Accessibilité et mobilisation variables;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00440;Matière biologique;Système prébiotique;Vésicule lipidique;;Architecture;Confirmé expérimentalement;Lipides amphiphiles, eau, solutés;Compartiment auto-assemblé;Laboratoire, milieux prébiotiques possibles;Frontière sans métabolisme autonome;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00441;Matière biologique;Entité acellulaire;Prion;;Architecture;Confirmé;Protéine repliée transmissible;Conformation autocatalytique;Organismes;Propagation par conversion de conformation;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00442;Matière biologique;Entité acellulaire;Virus à ARN;;Architecture;Confirmé;ARN, protéines, parfois lipides;Capside ou enveloppe;Cellules hôtes, milieux biologiques;Dépendance obligatoire à l'hôte;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00443;Matière biologique;Entité acellulaire;Virus à ADN;;Architecture;Confirmé;ADN, protéines, parfois lipides;Capside ou enveloppe;Cellules hôtes, milieux biologiques;Dépendance obligatoire à l'hôte;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00444;Matière biologique;Entité acellulaire;Viroïde;;Architecture;Confirmé;Petit ARN circulaire;ARN nu ou associé;Plantes;Réplication dépendante de l'hôte;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00445;Matière biologique;Cellule;Archée;;Architecture;Confirmé;Membrane éther, protéines, ADN, ARN, métabolites;Cellule procaryote;Milieux variés, parfois extrêmes;Domaine du vivant;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00446;Matière biologique;Cellule;Bactérie;;Architecture;Confirmé;Membrane, peptidoglycane variable, protéines, ADN, ARN;Cellule procaryote;Tous milieux terrestres;Domaine du vivant;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00447;Matière biologique;Cellule;Protiste;;Architecture;Confirmé;Biomolécules, organites, membranes;Cellule eucaryote;Eaux, sols, hôtes;Grande diversité fonctionnelle;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00448;Matière biologique;Cellule;Cellule fongique;;Architecture;Confirmé;Chitine, glucanes, protéines, organites;Cellule eucaryote à paroi;Sols, organismes, milieux aquatiques;Décomposition et symbioses;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00449;Matière biologique;Cellule;Cellule végétale;;Architecture;Confirmé;Cellulose, membranes, chloroplastes, vacuole;Cellule eucaryote à paroi;Plantes et algues;Photosynthèse pour de nombreux groupes;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00450;Matière biologique;Cellule;Cellule animale;;Architecture;Confirmé;Membranes, protéines, organites, matrice associée;Cellule eucaryote sans paroi rigide;Animaux;Spécialisation tissulaire;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00451;Matière biologique;Structure cellulaire;Membrane plasmique;;Architecture;Confirmé;Phospholipides, protéines, stérols, glucides;Bicouche dynamique;Cellules;Frontière sélective;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00452;Matière biologique;Structure cellulaire;Cytosol;;Architecture;Confirmé;Eau, ions, protéines, métabolites, ARN;Solution macromoléculaire encombrée;Cellules;Milieu réactionnel;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00453;Matière biologique;Structure cellulaire;Noyau eucaryote;;Architecture;Confirmé;ADN, histones, ARN, protéines, membrane;Compartiment chromatinien;Cellules eucaryotes;Gestion de l'information génétique;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00454;Matière biologique;Structure cellulaire;Mitochondrie;;Architecture;Confirmé;Membranes, protéines, ADN, métabolites;Organite à double membrane;Cellules eucaryotes;Conversion énergétique;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00455;Matière biologique;Structure cellulaire;Chloroplaste;;Architecture;Confirmé;Membranes, pigments, protéines, ADN;Organite photosynthétique;Plantes et algues;Capture et conversion de lumière;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00456;Matière biologique;Structure cellulaire;Ribosome;;Architecture;Confirmé;ARN ribosomiques et protéines;Complexe ribonucléoprotéique;Toutes cellules;Synthèse des protéines;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00457;Matière biologique;Structure cellulaire;Cytosquelette;;Architecture;Confirmé;Actine, tubuline, filaments intermédiaires et moteurs;Réseau dynamique;Cellules eucaryotes et analogues procaryotes;Forme, transport, division;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00458;Matière biologique;Organisation multicellulaire;Biofilm;;Architecture;Confirmé;Cellules, matrice polymérique, eau, minéraux;Communauté adhérente;Surfaces naturelles et artificielles;Architecture collective;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00459;Matière biologique;Organisation multicellulaire;Colonie microbienne;;Architecture;Confirmé;Cellules apparentées ou coopérantes;Agrégat organisé;Milieux biologiques;Coordination locale;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00460;Matière biologique;Tissu végétal;Xylème;;Architecture;Confirmé;Cellules lignifiées, eau, ions;Réseau vasculaire;Plantes;Transport d'eau et soutien;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00461;Matière biologique;Tissu végétal;Phloème;;Architecture;Confirmé;Cellules vivantes, sucres, eau, ions;Réseau vasculaire;Plantes;Transport de matière organique;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00462;Matière biologique;Tissu animal;Épithélium;;Architecture;Confirmé;Cellules, jonctions, lame basale;Feuillet polarisé;Animaux;Frontière et échange;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00463;Matière biologique;Tissu animal;Muscle;;Architecture;Confirmé;Fibres, actine, myosine, mitochondries;Architecture contractile;Animaux;Conversion chimio-mécanique;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00464;Matière biologique;Tissu animal;Tissu nerveux;;Architecture;Confirmé;Neurones, glie, lipides, protéines, ions;Réseau excitable;Animaux;Transmission et intégration;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00465;Matière biologique;Tissu animal;Sang;;Architecture;Confirmé;Plasma, cellules, protéines, ions;Suspension fluide;Vertébrés et analogues;Transport systémique;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00466;Matière biologique;Tissu minéralisé;Os;;Architecture;Confirmé;Collagène, hydroxyapatite, cellules, eau;Composite vivant hiérarchique;Vertébrés;Soutien, réserve, remodelage;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00467;Matière biologique;Tissu minéralisé;Dent;;Architecture;Confirmé;Hydroxyapatite, protéines, cellules selon région;Composite stratifié;Vertébrés;Fonction mécanique;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00468;Matière biologique;Organe;Feuille;;Architecture;Confirmé;Tissus végétaux, eau, pigments, gaz;Architecture photosynthétique;Plantes;Capture de lumière et échanges;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00469;Matière biologique;Organe;Racine;;Architecture;Confirmé;Tissus, eau, minéraux, microbiote;Architecture ramifiée;Plantes et sols;Ancrage et acquisition;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00470;Matière biologique;Organe;Cœur;;Architecture;Confirmé;Muscle, tissu conjonctif, nerfs, vaisseaux;Pompe vivante;Animaux;Circulation;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00471;Matière biologique;Organe;Poumon;;Architecture;Confirmé;Épithélium, matrice, sang, air;Interface ramifiée;Animaux;Échange gazeux;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00472;Matière biologique;Organisme;Organisme unicellulaire;;Architecture;Confirmé;Une cellule autonome dans son milieu;Unité vivante;Tous milieux terrestres;Métabolisme, reproduction, évolution;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00473;Matière biologique;Organisme;Organisme multicellulaire;;Architecture;Confirmé;Cellules différenciées, tissus, organes;Architecture intégrée;Tous milieux terrestres;Coordination à plusieurs échelles;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00474;Matière biologique;Superorganisme;Colonie eusociale;;Architecture;Confirmé comme niveau fonctionnel;Organismes, structures, ressources, signaux;Organisation collective;Insectes sociaux et autres;Persistance distribuée;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00475;Matière biologique;Système écologique;Microbiome;;Architecture;Confirmé;Communautés microbiennes, métabolites, hôte ou milieu;Réseau d'interactions;Organismes, sols, océans;Fonctions émergentes;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00476;Matière biologique;Système écologique;Écosystème;;Architecture;Confirmé;Organismes, eau, air, minéraux, matière morte, flux;Réseau biotique et abiotique;Biosphère;Transformations couplées de matière et d'énergie;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00477;Matière biologique;Système planétaire vivant;Biosphère terrestre;;Architecture;Confirmé;Ensemble du vivant et milieux couplés;Architecture planétaire historique;Terre;Influence majeure sur cycles géochimiques;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00478;Matière biologique;Matière biologique morte;Nécromasse;;Architecture;Confirmé;Cellules mortes, polymères, minéraux;Matière en décomposition;Sols, eaux, sédiments;Réservoir de carbone et nutriments;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00479;Matière biologique;Matière biologique transformée;Humus;;Architecture;Confirmé;Composés organiques complexes, minéraux, eau;Assemblage organo-minéral;Sols;Stabilisation et échanges;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00480;Matière biologique;Matière biologique fossilisée;Kérogène;;Architecture;Confirmé;Macromolécules organiques géologiques;Solide amorphe complexe;Roches sédimentaires;Précurseur de combustibles fossiles;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00481;Matière biologique;Matière biologique fossilisée;Charbon;;Architecture;Confirmé;Carbone, organiques, minéraux, eau;Solide stratifié;Bassins sédimentaires;Produit de transformation de biomasse;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00482;Matière biologique;Matière biologique fossilisée;Pétrole;;Architecture;Confirmé;Hydrocarbures et hétérocomposés;Liquide complexe;Bassins sédimentaires;Produit de maturation organique;Variable selon environnement et interaction;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;BIO
MAT-00483;Inconnus et hypothèses;Composante cosmologique;Matière noire;;Composante ou candidat;Inférée avec forte confiance;Nature microscopique inconnue;Effets gravitationnels à l'échelle des galaxies, amas et cosmologie;Cosmologie, objets compacts ou laboratoire;Environ 27 % du contenu masse-énergie dans le modèle cosmologique standard. Ne pas confondre avec matière baryonique sombre;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00484;Inconnus et hypothèses;Candidat matière noire;Axion;;Composante ou candidat;Non détecté;Particule légère hypothétique;Couplages très faibles, motivation par le problème CP fort;Cosmologie, objets compacts ou laboratoire;Candidat non baryonique. Recherches en laboratoire et astrophysique;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00485;Inconnus et hypothèses;Candidat matière noire;Particule de type WIMP;;Composante ou candidat;Non détectée;Particule massive à interaction faible;Production thermique possible;Cosmologie, objets compacts ou laboratoire;Famille de candidats. Contraintes expérimentales croissantes;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00486;Inconnus et hypothèses;Candidat matière noire;Neutrino stérile;;Composante ou candidat;Non détecté comme matière noire;Fermion neutre hors Modèle standard minimal;Mélange possible avec neutrinos actifs;Cosmologie, objets compacts ou laboratoire;Candidat chaud ou tiède selon masse. Contraint par cosmologie et rayons X;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00487;Inconnus et hypothèses;Candidat matière noire;Matière noire ultralégère;;Composante ou candidat;Non détectée;Champ bosonique de très faible masse;Comportement ondulatoire à grande échelle;Cosmologie, objets compacts ou laboratoire;Inclut modèles dits fuzzy. Contraintes structurelles et astrophysiques;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00488;Inconnus et hypothèses;Candidat matière noire;Matière noire asymétrique;;Composante ou candidat;Hypothétique;Secteur sombre avec asymétrie matière-antimatière;Densité reliée potentiellement à la matière baryonique;Cosmologie, objets compacts ou laboratoire;Famille de modèles. Composition ouverte;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00489;Inconnus et hypothèses;Candidat matière noire;Trou noir primordial;;Composante ou candidat;Non confirmé comme population dominante;Trou noir formé dans l'Univers primordial;Objet compact baryonique au sens large, origine non stellaire;Cosmologie, objets compacts ou laboratoire;Fenêtres de masse encore étudiées. Contraintes par lentillage et dynamique;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00490;Inconnus et hypothèses;Candidat matière noire;MACHO stellaire;;Composante ou candidat;Population réelle mais contribution limitée;Naines faibles, trous noirs stellaires, objets compacts;Matière baryonique sombre;Cosmologie, objets compacts ou laboratoire;Ne peut expliquer seule toute la matière noire. Contraintes par microlentillage et nucléosynthèse;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00491;Inconnus et hypothèses;Secteur sombre;Photon sombre;;Composante ou candidat;Non détecté;Boson hypothétique médiateur;Mélange cinétique possible avec photon;Cosmologie, objets compacts ou laboratoire;Pas nécessairement matière noire elle-même. Peut relier secteur sombre et matière ordinaire;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00492;Inconnus et hypothèses;Secteur sombre;Matière noire auto-interagissante;;Composante ou candidat;Hypothétique;Particules sombres avec interactions internes;Peut modifier les cœurs de halos;Cosmologie, objets compacts ou laboratoire;Famille de modèles. Contraintes par amas et galaxies;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00493;Inconnus et hypothèses;Matière compacte inconnue;Phase du cœur des étoiles à neutrons;;Composante ou candidat;Non résolue;Hyperons, condensats, quarks ou phases mixtes possibles;Densité supra-nucléaire;Cosmologie, objets compacts ou laboratoire;Inférée par équation d'état et observations. Plusieurs architectures restent compatibles;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00494;Inconnus et hypothèses;Matière exotique hypothétique;Strangelet;;Composante ou candidat;Non détecté;Petit fragment de matière étrange;Quarks u, d, s;Cosmologie, objets compacts ou laboratoire;Hypothétique. Recherches dans rayons cosmiques et collisions;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00495;Inconnus et hypothèses;Matière exotique hypothétique;Monopôle magnétique;;Composante ou candidat;Non détecté;Objet portant une charge magnétique isolée;Prédit par plusieurs théories;Cosmologie, objets compacts ou laboratoire;Hypothétique. Ne fait pas partie du Modèle standard confirmé;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00496;Inconnus et hypothèses;Matière exotique hypothétique;Q-ball;;Composante ou candidat;Non détecté;Soliton non topologique de champs scalaires;Charge conservée collective;Cosmologie, objets compacts ou laboratoire;Hypothétique. Candidat possible dans certains modèles;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00497;Inconnus et hypothèses;Composante non matérielle;Énergie noire;;Composante ou candidat;Inférée cosmologiquement;Origine de l'accélération cosmique;Pression effective négative dans les modèles;Cosmologie, objets compacts ou laboratoire;Environ 68 % du contenu masse-énergie standard. Hors inventaire de matière au sens strict;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00498;Inconnus et hypothèses;Composante cosmologique;Matière baryonique ordinaire;;Composante ou candidat;Confirmée;Atomes, ions, plasmas, étoiles, gaz, poussières, organismes;Constituants du Modèle standard;Cosmologie, objets compacts ou laboratoire;Environ 5 % du contenu masse-énergie standard. Partie directement inventoriable par composition;Non déterminé;Non déterminé;https://science.nasa.gov/universe/overview/building-blocks/;UNK
MAT-00499;Transformations;Échelle particulaire;Création de paire;;Processus;Confirmé;Photon ou champ énergétique vers particule et antiparticule;Énergie suffisante et conservation des nombres quantiques;Particules et antiparticules;Inverse de l'annihilation;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00500;Transformations;Échelle particulaire;Annihilation matière-antimatière;;Processus;Confirmé;Particule et antiparticule vers photons ou autres particules;Rencontre et canaux autorisés;Rayonnement et particules secondaires;Conversion de masse au repos;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00501;Transformations;Échelle particulaire;Désintégration faible;;Processus;Confirmé;Particule instable vers états plus légers;Interaction faible;Leptons, hadrons, neutrinos;Change parfois la saveur;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00502;Transformations;Échelle particulaire;Interaction forte;;Processus;Confirmé;Quarks et gluons réorganisés;Énergies hadroniques;Hadrons et jets;Confinement et hadronisation;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00503;Transformations;Échelle particulaire;Hadronisation;;Processus;Confirmé;Quarks et gluons vers hadrons;Refroidissement ou éloignement;Mésons et baryons;Transition non perturbative;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00504;Transformations;Échelle particulaire;Diffusion électromagnétique;;Processus;Confirmé;Particules chargées et photons échangent énergie et impulsion;Champ électromagnétique;Trajectoires et états modifiés;Inclut diffusion Compton;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00505;Transformations;Échelle nucléaire;Fusion nucléaire;;Processus;Confirmé;Noyaux légers vers noyaux plus lourds;Température, densité ou confinement suffisants;Noyaux, énergie, neutrinos;Nucléosynthèse stellaire et laboratoire;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
